Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-1.663301,-54.96977,53.30647,-0.1573224,0.4879004,0.09949415,1.352952E-07,0,1.337281E-07,1.198642E-05,1.198642E-05,0.0001250044,9.588798,356.2807,16024.02,-144.4989,0.5765675,0,
2,-1.626134,-54.49868,52.87254,-0.138696,0.1357065,0.09026616,1.078433E-07,0.0001250044,7.337198E-08,0.000136998,1.19936E-05,0.000125018,9.593504,196.3132,15380.99,-144.1307,0.4560183,0,
3,-1.654989,-54.77676,53.12178,-0.1468158,0.113812,0.115192,1.28959E-07,0.0002500224,1.201675E-07,0.0002620184,1.199603E-05,0.0001250003,9.5968,91.73368,15804.22,-144.3938,0.2976542,0,
4,-1.660233,-55.92269,54.26245,-0.1526228,0.4545418,0.1156447,1.302655E-07,0.0003750227,1.327318E-07,0.000387015,1.199227E-05,0.0001250154,9.592635,-176.7338,16316.73,-143.8028,0.73132,0,
5,-1.671131,-51.24007,49.56894,-0.1537905,0.005662004,0.1115489,8.095071E-08,0.000500038,7.673222E-08,0.000512031,1.199299E-05,0.000125015,9.593241,-83.34265,14168.99,-144.1604,0.3061959,0,
6,-1.64727,-51.34735,49.70008,-0.1906463,0.3604467,0.1004139,1.369529E-07,0.000625053,1.292944E-07,0.0006370443,1.199121E-05,0.0001249971,9.593192,22.8136,8767.57,-143.6271,0.5148907,0,
7,-1.66673,-53.76667,52.09995,-0.1376693,0.3555958,0.1169074,1.211264E-07,0.0007500501,1.189211E-07,0.0007620461,1.199596E-05,0.0001250122,9.595836,-529.4583,11167.54,-144.0677,0.4790543,0,
8,-1.680151,-55.24551,53.56536,-0.1711178,0.1703606,0.1234319,1.276108E-07,0.0008750623,1.195527E-07,0.0008870587,1.199641E-05,0.000125,9.597126,124.9935,7550.875,-143.6188,0.3799829,0,
9,-1.652243,-55.09643,53.44418,-0.1479009,0.452818,0.1137771,1.307842E-07,0.001000062,1.327478E-07,0.001012055,1.199254E-05,0.0001250153,9.592857,-1.867701,9520.737,-143.7396,0.431089,0,
10,-1.68655,-55.90998,54.22343,-0.1311449,-0.03508776,0.09922595,7.81191E-08,0.001125078,7.573675E-08,0.001137071,1.199351E-05,0.0001250156,9.593613,-343.3322,14192.67,-144.0127,0.5807346,0,
11,-1.659265,-51.65848,49.99921,-0.1714317,0.3827981,0.1067223,1.350729E-07,0.001250093,1.288775E-07,0.001262084,1.19911E-05,0.0001249972,9.593095,-402.2396,12819.15,-144.1898,0.3133482,0,
12,-1.654936,-53.88891,52.23397,-0.1227636,0.3427769,0.09071388,1.216029E-07,0.00137509,1.196839E-07,0.001387086,1.199582E-05,0.0001250201,9.595109,765.5463,25528.02,-143.9091,0.4550691,0,
13,-1.630809,-53.3533,51.72249,-0.1829089,-0.1554809,0.1054623,9.836754E-08,0.001500111,1.060877E-07,0.001512106,1.199508E-05,0.0001250095,9.595331,-344.4362,9627.488,-143.9613,0.5216922,0,
14,-1.677778,-52.62153,50.94375,-0.1565453,0.515018,0.1170198,1.346721E-07,0.00162512,1.319801E-07,0.001637107,1.198646E-05,0.0001250042,9.588843,-107.1392,11277.96,-144.0046,0.442126,0,
15,-1.667446,-55.51616,53.84871,-0.1447055,0.1502562,0.09787163,1.072077E-07,0.001750124,7.323436E-08,0.001762118,1.199412E-05,0.0001250184,9.593884,-213.9971,12007.63,-143.9658,0.3094506,0,
