Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.446955,-53.07161,50.62465,-0.1696334,0.3417506,0.1133655,1.310261E-07,0,1.314649E-07,3.999346E-05,3.999346E-05,0.0003590288,11.13935,-41.02086,1668.695,149.6479,0.6309173,0,
2,-2.484422,-54.41637,51.93195,-0.1641409,0.2571745,0.1282369,1.219154E-07,0.0003590288,1.174732E-07,0.0003990244,3.999565E-05,0.0003590348,11.13977,-67.21382,1856.273,149.7782,0.6450829,0,
3,-2.433337,-55.77797,53.34463,-0.1648769,0.02120576,0.1104053,1.081125E-07,0.0007180636,7.335395E-08,0.0007580566,3.999305E-05,0.0003590256,11.13933,-62.25249,1695.09,149.8541,0.5957687,0,
4,-2.449674,-56.60303,54.15336,-0.1740131,-0.176591,0.1234324,1.059242E-07,0.001077089,1.078864E-07,0.001117084,3.999527E-05,0.000359032,11.13975,41.06803,1773.762,149.7864,0.6230856,0,
5,-2.447196,-56.79976,54.35257,-0.1761427,0.1064569,0.1255454,1.275358E-07,0.001436121,1.220309E-07,0.001476117,3.999572E-05,0.0003590174,11.14033,-102.1719,1607.318,149.9279,0.5237905,0,
6,-2.449388,-57.35129,54.9019,-0.1634004,0.3763089,0.101418,1.366121E-07,0.001795139,1.335074E-07,0.001835125,3.998601E-05,0.0003590212,11.1375,13.26559,1784.133,149.9451,0.5320672,0,
7,-2.449232,-55.81187,53.36264,-0.1700513,0.3808886,0.1253749,1.311702E-07,0.00215416,1.317759E-07,0.002194153,3.999321E-05,0.0003590296,11.13925,89.60774,1315.401,149.8009,0.4115655,0,
8,-2.455923,-54.55815,52.10223,-0.1592293,0.2253772,0.1250172,1.216478E-07,0.002513189,1.155575E-07,0.002553185,3.999503E-05,0.0003590268,11.13984,-33.3681,1408.089,149.9259,0.4175377,0,
9,-2.505652,-53.43445,50.92879,-0.1603656,-0.09189867,0.1312508,7.578359E-08,0.002872216,7.851366E-08,0.00291221,3.999343E-05,0.0003590328,11.13921,-43.72422,1920.2,149.6481,0.6853334,0,
10,-2.448605,-56.38088,53.93227,-0.1787376,-0.1582933,0.1199916,1.041021E-07,0.003231249,1.079285E-07,0.003271244,3.999542E-05,0.0003590318,11.1398,-50.53518,1555.563,149.9354,0.4552645,0,
11,-2.447805,-58.00535,55.55755,-0.1798902,0.07797574,0.1078507,1.30714E-07,0.003590281,1.214281E-07,0.003630277,3.9996E-05,0.0003590173,11.14041,-107.3671,1283.592,150.038,0.551934,0,
12,-2.481871,-56.37785,53.89598,-0.1723979,0.421463,0.1318656,1.357235E-07,0.003949298,1.33454E-07,0.003989285,3.99871E-05,0.0003590221,11.13778,34.66344,1954.234,150.0831,0.56668,0,
13,-2.463116,-56.90051,54.4374,-0.1654751,0.385977,0.1236528,1.302862E-07,0.00430832,1.315262E-07,0.004348313,3.999301E-05,0.0003590288,11.13922,67.9931,1452.249,150.0709,0.5397856,0,
14,-2.44466,-56.84278,54.39812,-0.1735609,0.2217373,0.1375311,1.220125E-07,0.004667349,1.175142E-07,0.004707344,3.999536E-05,0.0003590275,11.13992,-17.84134,1389.776,150.1341,0.5092624,0,
