Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.166415,-54.48164,52.31522,-0.1710684,0.3572078,0.1471433,1.304948E-07,0,1.318652E-07,3.999347E-05,3.999347E-05,0.0003590291,11.13934,27.9274,1460.169,39.20326,0.4620524,0,
2,-2.148789,-55.9057,53.75692,-0.1788173,0.2473458,0.131295,1.220255E-07,0.0003590291,1.171733E-07,0.0003990246,3.99955E-05,0.0003590348,11.13973,52.17018,1824.446,39.48212,0.5258722,0,
3,-2.144858,-53.32965,51.1848,-0.1736782,0.03982782,0.1416632,1.081863E-07,0.0007180639,7.330074E-08,0.0007580568,3.999285E-05,0.0003590253,11.13928,-11.27721,1461.468,39.38784,0.5288186,0,
4,-2.17442,-55.23244,53.05802,-0.1756988,-0.1411328,0.1134851,1.042266E-07,0.001077089,1.071887E-07,0.001117085,3.999531E-05,0.0003590317,11.13977,40.26191,1423.901,39.40599,0.564315,0,
5,-2.181993,-56.62293,54.44094,-0.169199,0.1072629,0.1317194,1.315255E-07,0.001436121,1.208854E-07,0.001476117,3.999615E-05,0.0003590304,11.14005,-34.75164,2338.446,39.28777,0.6788491,0,
6,-2.178843,-54.84335,52.66451,-0.1782069,0.3737018,0.117369,1.358087E-07,0.001795151,1.290911E-07,0.001835142,3.999077E-05,0.0003590084,11.13923,12.50317,1894.045,39.24142,0.6089379,0,
7,-2.167164,-54.53577,52.36861,-0.1664882,0.3659034,0.1450288,1.305359E-07,0.00215416,1.314476E-07,0.002194153,3.999349E-05,0.00035903,11.13932,-41.93705,1695.325,39.36326,0.5089461,0,
8,-2.146869,-55.13456,52.98769,-0.1614883,0.2266423,0.1162093,1.224699E-07,0.00251319,1.176831E-07,0.002553185,3.99948E-05,0.0003590269,11.13978,35.18486,1497.805,39.32719,0.5999175,0,
9,-2.153398,-52.70004,50.54664,-0.1691842,-0.1735809,0.1317852,8.083667E-08,0.002872217,8.414869E-08,0.002912209,3.999246E-05,0.0003590327,11.13894,77.44193,1608.558,39.38947,0.6468377,0,
10,-2.163955,-55.46017,53.29622,-0.1814058,-0.1807459,0.1505417,1.051867E-07,0.003231249,1.06917E-07,0.003271245,3.999536E-05,0.0003590321,11.13977,-24.62008,1843.417,39.43134,0.5604281,0,
11,-2.169166,-54.02797,51.85881,-0.1917036,0.07225801,0.1281329,1.292207E-07,0.003590281,1.211097E-07,0.003630277,3.999545E-05,0.0003590166,11.14028,-26.98172,1679.339,39.40328,0.5979046,0,
12,-2.155876,-54.72652,52.57064,-0.1768146,0.425944,0.1288426,1.350935E-07,0.003949298,1.348461E-07,0.003989284,3.998639E-05,0.0003590225,11.13757,1.967879,1806.643,39.6062,0.5031406,0,
13,-2.179253,-54.22981,52.05056,-0.1712406,0.3521144,0.1131895,1.316296E-07,0.004308321,1.305827E-07,0.004348313,3.999272E-05,0.0003590288,11.13914,27.67002,1688.803,39.48687,0.5109362,0,
14,-2.201437,-55.30237,53.10093,-0.1667216,0.2932756,0.115864,1.20205E-07,0.00466735,1.182434E-07,0.004707345,3.999548E-05,0.0003590273,11.13996,2.264094,1312.461,39.4979,0.4431418,0,
15,-2.155714,-53.09111,50.93539,-0.1757629,-0.1919394,0.1467029,8.103703E-08,0.005026377,8.250612E-08,0.00506637,3.999278E-05,0.0003590323,11.13905,-55.34866,1676.696,39.72464,0.5279046,0,
16,-2.187505,-54.17989,51.99239,-0.1707642,-0.130252,0.124979,1.070828E-07,0.005385409,1.073615E-07,0.005425404,3.999538E-05,0.0003590328,11.13975,36.14395,1748.713,39.69907,0.6567832,0,
17,-2.14544,-54.34659,52.20115,-0.1749399,0.0324758,0.1110564,1.297023E-07,0.005744442,1.217953E-07,0.005784437,3.999464E-05,0.000359016,11.14007,26.11143,1899.82,39.87317,0.4712424,0,
18,-2.152594,-54.81339,52.66079,-0.172467,0.4141931,0.1240372,1.359205E-07,0.006103458,1.337878E-07,0.006143444,3.998644E-05,0.0003590226,11.13758,29.56014,1597.239,39.53964,0.5838985,0,
19,-2.158046,-54.9971,52.83905,-0.1725767,0.3487053,0.1335106,1.301447E-07,0.00646248,1.322819E-07,0.006502473,3.999258E-05,0.0003590286,11.13911,50.96987,1474.436,39.53001,0.5015318,0,
20,-2.180499,-55.39926,53.21876,-0.1758513,0.2517084,0.1398253,1.214695E-07,0.006821509,1.18482E-07,0.006861505,3.999549E-05,0.0003590274,11.13995,58.63565,1656.24,39.64002,0.5509001,0,
