Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-3.156148,-55.69213,52.53598,-0.1531975,-0.1076437,0.1043156,1.037011E-07,0,1.060724E-07,1.199562E-05,1.199562E-05,0.0001250097,9.595757,-360.4335,7955.452,-95.44292,0.6051223,0,
2,-3.153537,-54.92981,51.77628,-0.1443648,0.4538637,0.1076552,1.35524E-07,0.0001250097,1.333139E-07,0.0001369954,1.198577E-05,0.0001250044,9.588275,-114.5794,16278.43,-95.79197,0.3675761,0,
3,-3.16438,-57.46901,54.30463,-0.1524363,0.1109685,0.08331526,1.060006E-07,0.0002500141,7.322218E-08,0.000262008,1.199392E-05,0.0001250178,9.593775,-110.168,8848.009,-95.67799,0.8236552,0,
4,-3.170949,-54.51539,51.34444,-0.1628597,0.1867985,0.1422424,1.293321E-07,0.0003750319,1.203058E-07,0.0003870277,1.199583E-05,0.0001249989,9.596743,159.9088,6587.975,-95.68038,0.5431524,0,
5,-3.179135,-54.16662,50.98748,-0.1291392,0.4733401,0.1046977,1.291937E-07,0.0005000308,1.304243E-07,0.0005120245,1.199366E-05,0.0001250166,9.593652,-80.01418,18534.59,-95.62202,0.7168996,0,
6,-3.160887,-56.38423,53.22334,-0.1498508,-0.02861172,0.09257372,7.670278E-08,0.0006250474,8.125833E-08,0.0006370409,1.19934E-05,0.000125002,9.594571,-365.5957,5815.459,-95.18513,0.3831047,0,
7,-3.178177,-57.46642,54.28824,-0.1265759,0.5229079,0.127871,1.343063E-07,0.0007500494,1.322817E-07,0.0007620365,1.198708E-05,0.0001250045,9.589319,-32.28238,20555.91,-95.60501,0.3578596,0,
8,-3.157017,-53.17673,50.01972,-0.1404605,0.1702358,0.1244166,1.053107E-07,0.000875054,7.345634E-08,0.0008870482,1.199424E-05,0.0001250179,9.594018,118.8513,11948.57,-95.59589,0.7421857,0,
9,-3.164523,-56.05858,52.89405,-0.1652579,0.1639637,0.1096421,1.263557E-07,0.001000072,1.212755E-07,0.001012068,1.199641E-05,0.0001249987,9.597231,331.4007,6453.163,-96.03405,0.2906817,0,
10,-3.194841,-55.71229,52.51745,-0.1567893,0.5021402,0.1178981,1.292424E-07,0.00112507,1.319335E-07,0.001137065,1.199429E-05,0.000125017,9.594126,-89.89024,15630.74,-95.83057,0.4453891,0,
11,-3.170152,-53.64027,50.47012,-0.148608,-0.03521408,0.1299426,7.759944E-08,0.001250088,7.984056E-08,0.001262081,1.199311E-05,0.0001250145,9.593372,54.49591,5854.208,-95.67893,0.3859143,0,
