Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-1.597577,-55.05156,53.45399,-0.193928,0.09023923,0.09208211,1.273699E-07,0,1.200521E-07,1.19954E-05,1.19954E-05,0.0001250002,9.596305,650.7865,19095.96,158.6933,0.6217848,0,
2,-1.612341,-53.01873,51.40639,-0.1470048,0.4180306,0.1059347,1.303912E-07,0.0001250002,1.318788E-07,0.0001369921,1.199194E-05,0.0001250149,9.592409,-313.7163,16189.83,158.3209,0.4645825,0,
3,-1.631735,-53.58691,51.95517,-0.161184,-0.02655399,0.09265228,7.904703E-08,0.0002500151,7.538501E-08,0.0002620085,1.199347E-05,0.0001250152,9.593612,-53.36216,17260.65,158.2303,0.5019161,0,
4,-1.627047,-53.32456,51.69751,-0.1656526,0.3891745,0.1162758,1.357772E-07,0.0003750303,1.288031E-07,0.0003870225,1.199218E-05,0.0001249976,9.593931,-113.4071,17626.29,158.0955,0.395696,0,
5,-1.617116,-53.33007,51.71295,-0.1534898,0.310291,0.1010437,1.218272E-07,0.0005000279,1.213503E-07,0.0005120232,1.199534E-05,0.0001250201,9.594732,-164.8892,9925.468,158.3929,0.4716325,0,
6,-1.588289,-53.99891,52.41062,-0.1679776,-0.151935,0.1289793,9.664038E-08,0.0006250479,1.054689E-07,0.0006370429,1.199492E-05,0.0001250096,9.595195,365.5412,23050.64,158.3373,0.3189429,0,
7,-1.618745,-52.17769,50.55894,-0.1422374,0.4598356,0.1292084,1.359447E-07,0.0007500576,1.340089E-07,0.0007620439,1.198636E-05,0.0001250043,9.588761,157.686,20285.78,158.2145,0.2869401,0,
8,-1.616589,-57.71064,56.09405,-0.1249636,0.1672044,0.1172107,1.075911E-07,0.0008750618,7.393119E-08,0.0008870556,1.199375E-05,0.0001250174,9.593666,-637.78,8388.028,158.381,0.8305725,0,
9,-1.616476,-55.3614,53.74492,-0.1684902,0.1585606,0.09541291,1.295603E-07,0.001000079,1.20522E-07,0.001012076,1.199631E-05,0.0001249997,9.597074,-20.09278,6270.714,158.2167,0.4005724,0,
10,-1.603865,-57.58212,55.97826,-0.1466225,0.4361104,0.0965994,1.306618E-07,0.001125079,1.327658E-07,0.001137072,1.199342E-05,0.0001250162,9.593489,37.70363,10981.22,158.0485,0.3957652,0,
11,-1.604678,-52.96703,51.36235,-0.1549505,-0.08326398,0.1037808,8.252326E-08,0.001250095,7.661638E-08,0.001262088,1.19931E-05,0.0001250153,9.593301,139.577,6827.827,158.7566,0.3327243,0,
12,-1.640933,-53.83122,52.19028,-0.1911604,0.3848607,0.1069885,1.35877E-07,0.001375111,1.281413E-07,0.001387102,1.199163E-05,0.0001249912,9.593987,-60.69909,22213.45,158.2705,0.3451439,0,
13,-1.642,-51.71249,50.07049,-0.1433625,0.1454046,0.1348514,1.073234E-07,0.001500102,7.332289E-08,0.001512096,1.199415E-05,0.000125018,9.593938,471.4848,6477.003,158.6898,0.3976063,0,
14,-1.634247,-54.32465,52.6904,-0.1667029,0.1623887,0.1166292,1.275756E-07,0.00162512,1.201237E-07,0.001637116,1.19966E-05,0.0001249997,9.597303,-255.9327,9878.004,158.8643,0.522867,0,
15,-1.609793,-57.6483,56.03851,-0.1388373,0.4524141,0.09396771,1.303758E-07,0.001750119,1.319403E-07,0.001762112,1.199288E-05,0.0001250157,9.5931,249.862,10864.46,158.5091,0.5221876,0,
16,-1.57522,-55.12815,53.55294,-0.1506606,-0.09424042,0.105435,8.274863E-08,0.001875135,7.999857E-08,0.001887128,1.199312E-05,0.0001250154,9.593316,-360.9381,8199.575,158.5437,0.373853,0,
17,-1.618025,-54.46349,52.84546,-0.1606586,0.4309814,0.1017296,1.357012E-07,0.002000151,1.285435E-07,0.002012142,1.199167E-05,0.0001249972,9.593554,120.5306,8397.285,158.4987,0.3331811,0,
18,-1.622128,-53.68105,52.05892,-0.1483241,0.3677636,0.1217825,1.206259E-07,0.002125147,1.198166E-07,0.002137143,1.199589E-05,0.0001250203,9.595152,-438.3144,12150.88,158.5465,0.3522571,0,
19,-1.612988,-53.11614,51.50315,-0.1636595,-0.1323034,0.1165264,9.978336E-08,0.002250168,1.041756E-07,0.002262163,1.199534E-05,0.0001250095,9.595539,-184.6843,8641.114,158.7409,0.343232,0,
20,-1.634644,-51.67415,50.03951,-0.1596402,0.4927396,0.0980984,1.350888E-07,0.002375177,1.335413E-07,0.002387164,1.198697E-05,0.000125004,9.589272,52.4059,9914.514,158.2645,0.5603598,0,
21,-1.640573,-51.07055,49.42998,-0.1353045,0.1842869,0.1065693,1.054037E-07,0.002500181,7.495805E-08,0.002512176,1.199452E-05,0.0001250182,9.59422,-254.2897,10609.26,158.1585,0.4931976,0,
22,-1.638165,-55.88753,54.24936,-0.1631157,0.1442142,0.1185883,1.275406E-07,0.0026252,1.210555E-07,0.002637196,1.199614E-05,0.0001249992,9.596972,330.397,12513.19,158.5897,0.5044509,0,
23,-1.63792,-54.47416,52.83624,-0.1350248,0.4420424,0.1039193,1.297537E-07,0.002750199,1.319471E-07,0.002762193,1.199376E-05,0.0001250165,9.593744,-11.86868,6950.168,158.6594,0.3117583,0,
24,-1.635266,-53.48732,51.85205,-0.1521927,-0.04718916,0.1006047,7.976116E-08,0.002875215,7.647814E-08,0.002887208,1.199304E-05,0.000125002,9.59428,-301.146,14836.17,159.0976,0.5525351,0,
25,-1.622215,-52.95952,51.33731,-0.150383,0.5065095,0.1035655,1.34741E-07,0.003000217,1.330839E-07,0.003012204,1.198682E-05,0.0001250047,9.589098,-299.2433,12343.52,158.2277,0.5416882,0,
26,-1.608089,-52.43524,50.82715,-0.1475201,0.1389231,0.0912528,1.079703E-07,0.003125222,7.5929E-08,0.003137216,1.199397E-05,0.0001250179,9.593803,-202.76,7462.976,158.5061,0.4761859,0,
27,-1.595801,-53.75044,52.15464,-0.185613,0.08151434,0.1186014,1.276795E-07,0.00325024,1.209762E-07,0.003262236,1.199597E-05,0.000124999,9.596852,62.04867,17614.16,158.4197,0.3696454,0,
28,-1.643812,-55.23053,53.58672,-0.1516043,0.5308481,0.122748,1.293392E-07,0.003375239,1.31954E-07,0.003387233,1.19936E-05,0.0001250161,9.593649,221.3058,18671.31,158.2838,0.6829286,0,
29,-1.616188,-51.84338,50.22719,-0.1439161,-0.05267947,0.1013194,7.92808E-08,0.003500255,7.834748E-08,0.003512248,1.199301E-05,0.0001250156,9.593207,-290.78,16747.12,158.6703,0.3346223,0,
30,-1.61165,-56.55503,54.94338,-0.1751349,0.4034544,0.1023667,1.351886E-07,0.003625271,1.287554E-07,0.003637263,1.199228E-05,0.0001249969,9.594064,314.7009,13859.17,158.4977,0.3787108,0,
31,-1.619548,-52.1586,50.53905,-0.1398233,0.3530719,0.09031534,1.212048E-07,0.003750268,1.182627E-07,0.003762263,1.19958E-05,0.0001250203,9.595078,-55.61383,8145.875,158.6325,0.450976,0,
32,-1.605662,-55.17622,53.57056,-0.1657504,-0.09598079,0.113355,9.988884E-08,0.003875288,1.065078E-07,0.003887283,1.199555E-05,0.0001250084,9.595798,-28.51668,21420.52,158.1167,0.5323398,0,
33,-1.618195,-53.76935,52.15116,-0.1374276,0.5041493,0.1179394,1.34542E-07,0.004000296,1.333771E-07,0.004012284,1.1988E-05,0.0001250052,9.589999,-683.5139,11585.18,157.8872,0.457078,0,
34,-1.624928,-54.02139,52.39647,-0.1311984,0.1940595,0.0913765,1.060811E-07,0.004125302,7.329094E-08,0.004137295,1.199383E-05,0.0001250182,9.593661,422.5019,7618.611,158.3015,0.4468623,0,
35,-1.599486,-54.95916,53.35967,-0.1747403,0.1384095,0.1029088,1.280744E-07,0.00425032,1.19819E-07,0.004262316,1.199583E-05,0.0001249996,9.596696,-101.8435,19109.31,158.8533,0.4105256,0,
36,-1.615403,-54.0212,52.4058,-0.1356604,0.4893706,0.1009719,1.304094E-07,0.004375319,1.319628E-07,0.004387313,1.199327E-05,0.0001250085,9.593966,-25.46445,20308.52,158.1862,0.5497286,0,
37,-1.618966,-56.09371,54.47474,-0.1602666,-0.1208829,0.1073264,9.76193E-08,0.004500328,1.063461E-07,0.004512323,1.199547E-05,0.0001250101,9.595604,-410.3486,7754.953,158.587,0.3682384,0,
38,-1.589208,-53.88656,52.29736,-0.1571393,0.4437663,0.1144866,1.357983E-07,0.004625338,1.338757E-07,0.004637323,1.198518E-05,0.0001250042,9.587824,186.9005,10159.19,158.9243,0.3149756,0,
39,-1.63082,-54.86982,53.239,-0.1368815,0.1367788,0.1267548,1.082864E-07,0.004750342,7.335137E-08,0.004762336,1.199341E-05,0.0001250177,9.593374,-255.837,12326.28,158.6526,0.4615561,0,
40,-1.627064,-56.06655,54.43949,-0.1773016,0.1301643,0.1101303,1.27845E-07,0.00487536,1.205819E-07,0.004887355,1.199587E-05,0.0001249996,9.596732,533.6133,12631.71,158.2785,0.5184647,0,
41,-1.622731,-51.81881,50.19608,-0.1398861,0.4877673,0.1221661,1.288326E-07,0.005000359,1.310222E-07,0.005012352,1.199302E-05,0.000125016,9.593192,-315.7642,15951.89,158.3099,0.4182788,0,
42,-1.601425,-51.60363,50.0022,-0.146508,-0.06148505,0.1102721,8.154579E-08,0.005125375,7.748446E-08,0.005137369,1.199329E-05,0.0001250146,9.593512,-48.3518,4737.403,158.4014,0.4091637,0,
43,-1.598824,-51.07659,49.47776,-0.1696359,0.3617926,0.1128218,1.358877E-07,0.00525039,1.296349E-07,0.00526238,1.19907E-05,0.000124998,9.592715,29.16636,12383.7,158.8783,0.463268,0,
