Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.70498,-53.86778,51.1628,-0.1478963,0.4770643,0.1034224,1.342967E-07,0,1.284827E-07,1.199266E-05,1.199266E-05,0.0001249927,9.594692,217.2392,27517.57,97.20089,0.326318,0,
2,-2.689019,-56.37517,53.68615,-0.1141729,0.1788852,0.1000826,1.041739E-07,0.0001249927,7.344278E-08,0.0001369865,1.199382E-05,0.000125018,9.593678,-151.2584,15436.1,97.32011,0.4582151,0,
3,-2.683763,-52.99692,50.31316,-0.1596305,0.1751821,0.1446512,1.289932E-07,0.0002500107,1.213407E-07,0.0002620067,1.199607E-05,0.0001249992,9.596918,169.7992,10732.47,97.54197,0.4534144,0,
4,-2.648892,-56.34087,53.69198,-0.1337764,0.4238734,0.114707,1.301082E-07,0.0003750098,1.318118E-07,0.0003870031,1.199323E-05,0.0001250163,9.593332,-176.9909,14490.33,96.62619,0.345844,0,
5,-2.690337,-55.41259,52.72225,-0.1331775,-0.03778966,0.09935246,7.682134E-08,0.0005000261,7.930262E-08,0.0005120192,1.199312E-05,0.0001250151,9.593337,-243.8721,7667.482,96.58289,0.3547477,0,
6,-2.691754,-58.29805,55.60629,-0.1435461,0.4603463,0.1103014,1.356888E-07,0.0006250411,1.285146E-07,0.0006370328,1.199167E-05,0.0001249974,9.593533,425.9398,8378.848,97.0411,0.6441365,0,
7,-2.697505,-56.79884,54.10133,-0.1147902,0.346074,0.100119,1.202236E-07,0.0007500385,1.193869E-07,0.0007620346,1.199601E-05,0.0001250201,9.595264,292.6224,10899.68,97.14481,0.3501115,0,
8,-2.692622,-54.18495,51.49232,-0.1355805,-0.09545995,0.1053157,9.984065E-08,0.0008750587,1.066908E-07,0.0008870545,1.19958E-05,0.0001250089,9.595963,51.53262,23121.42,96.81798,0.2592358,0,
9,-2.689703,-55.91817,53.22847,-0.148525,0.5302208,0.1292999,1.347617E-07,0.001000068,1.334585E-07,0.001012055,1.19878E-05,0.0001250052,9.589844,-214.2965,9492.145,96.79871,0.6312362,0,
10,-2.68244,-56.98614,54.3037,-0.1497123,0.1645591,0.09527515,1.046595E-07,0.001125073,7.317215E-08,0.001137067,1.199451E-05,0.0001250172,9.594291,343.7393,8571.224,96.83804,0.2790332,0,
11,-2.70693,-55.47156,52.76463,-0.1705565,0.2029271,0.1227032,1.292315E-07,0.00125009,1.192631E-07,0.001262087,1.199751E-05,0.0001249989,9.59809,-254.2115,19299.82,96.86248,0.8621374,0,
