Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.47771,-57.07179,54.59408,-0.1690803,0.009274649,0.1462509,1.096471E-07,0,7.31737E-08,3.999246E-05,3.999246E-05,0.0003590324,11.13896,-62.36318,1484.416,39.92393,0.5587553,0,
2,-2.496242,-55.20132,52.70507,-0.1697977,-0.1468987,0.1060449,7.800124E-08,0.0003590324,8.170429E-08,0.0003990256,3.999317E-05,0.0003590328,11.13914,75.62505,1774.789,40.05984,0.4966776,0,
3,-2.489421,-57.79026,55.30084,-0.1711969,-0.1349442,0.1257828,1.046794E-07,0.0007180652,1.077934E-07,0.0007580605,3.999524E-05,0.0003590226,11.14004,16.29888,1462.049,40.06401,0.529003,0,
4,-2.488026,-58.41901,55.93099,-0.1792274,0.2960421,0.1317701,1.375907E-07,0.001077088,1.307082E-07,0.001117078,3.999044E-05,0.000359026,11.13859,-8.101859,1643.907,40.16342,0.5249572,0,
5,-2.489326,-53.94226,51.45294,-0.1726699,0.4392265,0.1030347,1.358093E-07,0.001436114,1.334855E-07,0.001476101,3.998707E-05,0.0003590221,11.13777,-32.33295,1636.171,40.18023,0.7314208,0,
6,-2.502665,-55.95323,53.45056,-0.1649995,0.3990092,0.132769,1.295524E-07,0.001795136,1.302979E-07,0.001835129,3.999353E-05,0.0003590238,11.13952,-10.92622,1497.636,40.23238,0.5330285,0,
7,-2.490575,-54.16866,51.67809,-0.1774845,0.01780578,0.1318535,1.092071E-07,0.00215416,7.32248E-08,0.002194153,3.999315E-05,0.0003590329,11.13913,0.1590151,2199.688,40.13471,0.6188813,0,
8,-2.510704,-54.3959,51.8852,-0.1694026,-0.1983292,0.1311272,7.824693E-08,0.002513193,8.010877E-08,0.002553186,3.999311E-05,0.0003590325,11.13913,-24.31664,1794.131,40.17979,0.678136,0,
9,-2.508967,-56.63918,54.13021,-0.176013,-0.1502503,0.09869308,1.05405E-07,0.002872225,1.077721E-07,0.002912221,3.999549E-05,0.0003590225,11.14011,-104.7123,1899.442,40.15543,0.7214624,0,
10,-2.494662,-54.19748,51.70282,-0.1773138,0.3018475,0.1337792,1.369186E-07,0.003231248,1.300483E-07,0.003271238,3.999067E-05,0.0003590268,11.13863,-44.29,1913.362,40.29167,0.6581623,0,
11,-2.514724,-56.20093,53.68621,-0.1726596,0.4719496,0.1493483,1.349287E-07,0.003590274,1.333733E-07,0.003630261,3.998649E-05,0.0003590109,11.13796,-16.29021,1615.574,40.42986,0.6161326,0,
12,-2.497391,-54.84416,52.34677,-0.1629856,0.2053625,0.1238183,1.229445E-07,0.003949285,1.191783E-07,0.003989281,3.999514E-05,0.0003590342,11.13965,-46.44113,1790.681,40.17618,0.675754,0,
13,-2.524628,-54.22997,51.70534,-0.1761231,0.06000817,0.1307952,1.068194E-07,0.00430832,7.35204E-08,0.004348313,3.999341E-05,0.000359033,11.1392,33.8797,2030.276,40.37194,0.7155861,0,
14,-2.500682,-53.91158,51.4109,-0.1644742,-0.1554182,0.1191162,7.910201E-08,0.004667352,8.028008E-08,0.004707346,3.999323E-05,0.0003590247,11.13941,-122.8015,1900.669,40.40203,0.678794,0,
15,-2.475982,-58.3675,55.89152,-0.1878071,0.09854178,0.1403536,1.276879E-07,0.005026377,1.219829E-07,0.005066372,3.999525E-05,0.0003590302,11.1398,-33.4858,1695.396,40.25655,0.447145,0,
16,-2.48869,-55.79871,53.31002,-0.1790984,0.3034994,0.1230479,1.382669E-07,0.005385408,1.29249E-07,0.005425398,3.999073E-05,0.0003590264,11.13866,5.217395,1517.948,40.31442,0.4633913,0,
17,-2.506157,-54.88689,52.38073,-0.1560426,0.4594232,0.1370621,1.352166E-07,0.005744434,1.334791E-07,0.00578442,3.998634E-05,0.0003590116,11.13789,-14.33371,1721.947,40.27797,0.575209,0,
18,-2.492743,-55.13804,52.64529,-0.1562738,0.2626241,0.1237036,1.215367E-07,0.006103445,1.186616E-07,0.00614344,3.999508E-05,0.0003590342,11.13963,74.34722,1836.618,40.0843,0.824178,0,
19,-2.496698,-54.99926,52.50256,-0.1798656,0.0311491,0.1398809,1.090652E-07,0.00646248,7.304988E-08,0.006502473,3.999298E-05,0.0003590328,11.13909,15.24121,1273.145,40.18383,0.3912454,0,
20,-2.501605,-54.82885,52.32725,-0.1693869,-0.1542408,0.1389744,7.96001E-08,0.006821513,8.259048E-08,0.006861506,3.999305E-05,0.0003590245,11.13937,-5.651743,1761.776,40.22214,0.6182136,0,
21,-2.512723,-54.93853,52.42581,-0.1770332,0.07555669,0.1348293,1.298472E-07,0.007180537,1.215346E-07,0.007220533,3.999559E-05,0.0003590308,11.13988,-107.7821,1290.448,40.42054,0.5982573,0,
