Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-3.126216,-55.3922,52.26598,-0.1677217,-0.1444543,0.1174808,8.14257E-08,0,7.948218E-08,3.999309E-05,3.999309E-05,0.0003590244,11.13938,-68.87498,1915.596,-152.4399,0.5413229,0,
2,-3.135109,-57.48109,54.34598,-0.1719663,0.1487682,0.1387814,1.303397E-07,0.0003590244,1.20248E-07,0.0003990208,3.999647E-05,0.0003590303,11.14014,17.89161,2217.156,-152.5326,0.6751924,0,
3,-3.114085,-57.51534,54.40125,-0.1757085,0.3260685,0.1399065,1.358996E-07,0.0007180547,1.291082E-07,0.0007580461,3.99914E-05,0.0003590273,11.13882,-3.972909,1623.384,-152.6555,0.54973,0,
4,-3.119318,-55.93905,52.81974,-0.1716568,0.3661258,0.1495274,1.355142E-07,0.001077082,1.329127E-07,0.001117069,3.998656E-05,0.0003590108,11.13798,-50.07761,1386.397,-152.485,0.4334396,0,
5,-3.120399,-56.80489,53.68449,-0.1557109,0.2856071,0.1047599,1.213036E-07,0.001436093,1.173814E-07,0.001476088,3.999516E-05,0.0003590344,11.13965,-24.32064,1284.447,-152.4596,0.5318412,0,
6,-3.124938,-56.5511,53.42616,-0.165633,0.01710309,0.1425801,1.093906E-07,0.001795127,7.336495E-08,0.00183512,3.999293E-05,0.0003590331,11.13907,-0.4720201,1752.112,-152.5826,0.6496128,0,
7,-3.11535,-54.91272,51.79737,-0.1636238,-0.1499269,0.1121332,8.191008E-08,0.00215416,8.042494E-08,0.002194153,3.999288E-05,0.0003590243,11.13932,-50.58037,1708.699,-152.6307,0.6113212,0,
8,-3.123209,-54.61023,51.48702,-0.1725411,0.1348155,0.1446142,1.291317E-07,0.002513184,1.205646E-07,0.00255318,3.99958E-05,0.0003590306,11.13994,-111.9984,1452.738,-152.4672,0.5717444,0,
9,-3.129007,-56.95376,53.82475,-0.1785319,0.3150664,0.1131063,1.363427E-07,0.002872215,1.294504E-07,0.002912205,3.999029E-05,0.0003590084,11.1391,-18.95108,1450.201,-152.5521,0.4275347,0,
10,-3.143087,-56.17286,53.02978,-0.171778,0.3920422,0.1053567,1.298544E-07,0.003231223,1.332898E-07,0.003271217,3.999332E-05,0.0003590292,11.13929,14.66768,1611.41,-152.1498,0.4404433,0,
11,-3.130268,-54.11541,50.98514,-0.167258,0.2932816,0.1350958,1.208133E-07,0.003590253,1.162425E-07,0.003630248,3.999527E-05,0.0003590339,11.13969,28.57643,1748.649,-151.9783,0.5528529,0,
12,-3.120192,-53.94091,50.82072,-0.1636088,0.04249796,0.1421292,1.080497E-07,0.003949286,7.337305E-08,0.00398928,3.999366E-05,0.0003590262,11.13948,-53.64889,1305.745,-152.2577,0.530174,0,
13,-3.119577,-54.71871,51.59914,-0.1710768,-0.1740637,0.1152641,1.024789E-07,0.004308313,1.066921E-07,0.004348308,3.999541E-05,0.000359032,11.13979,-28.8173,1896.933,-152.3474,0.574226,0,
14,-3.137335,-55.37457,52.23724,-0.1840746,0.07565729,0.1190447,1.295409E-07,0.004667345,1.206749E-07,0.004707341,3.999574E-05,0.0003590305,11.13993,-23.77192,1418.16,-152.3681,0.5247713,0,
15,-3.100588,-55.38062,52.28003,-0.1759186,0.2832332,0.1249594,1.367933E-07,0.005026375,1.298016E-07,0.005066365,3.999037E-05,0.0003590087,11.13911,-58.28577,1753.965,-152.1203,0.5283373,0,
16,-3.117111,-55.89498,52.77787,-0.1689427,0.3366014,0.1352062,1.306018E-07,0.005385384,1.316281E-07,0.005425377,3.999266E-05,0.0003590284,11.13914,-77.84169,1974.979,-152.1289,0.5919979,0,
17,-3.139228,-54.11911,50.97988,-0.1586564,0.2779408,0.1425035,1.214493E-07,0.005744413,1.180779E-07,0.005784408,3.999585E-05,0.0003590346,11.13983,31.87801,1650.709,-152.2294,0.4597747,0,
18,-3.111215,-52.90674,49.79552,-0.1613731,0.03889189,0.1312222,1.078998E-07,0.006103447,7.353716E-08,0.00614344,3.999335E-05,0.0003590255,11.13942,-49.66505,1672.936,-151.9606,0.6029475,0,
19,-3.134129,-56.26374,53.12961,-0.1773872,-0.1453039,0.1338992,1.063239E-07,0.006462472,1.07024E-07,0.006502468,3.999543E-05,0.0003590324,11.13978,-24.80338,1676.207,-152.2602,0.6430726,0,
20,-3.109176,-55.64955,52.54037,-0.1755826,0.08063008,0.1220217,1.283658E-07,0.006821505,1.203435E-07,0.006861501,3.999612E-05,0.0003590296,11.14006,34.8988,1555.696,-152.276,0.5136389,0,
21,-3.129644,-54.50371,51.37407,-0.1798961,0.3618035,0.1200676,1.351245E-07,0.007180534,1.300028E-07,0.007220526,3.99913E-05,0.0003590092,11.13935,10.46336,1395.013,-152.137,0.4849792,0,
22,-3.131078,-56.16348,53.0324,-0.1620786,0.3774779,0.1180336,1.303548E-07,0.007539544,1.31275E-07,0.007579537,3.999352E-05,0.0003590292,11.13935,-53.90956,1774.531,-152.5121,0.5613312,0,
23,-3.12145,-56.45628,53.33484,-0.156683,0.274668,0.1121695,1.221864E-07,0.007898573,1.173628E-07,0.007938568,3.999517E-05,0.0003590269,11.13988,-47.43612,1581.028,-152.2966,0.5228609,0,
24,-3.138155,-58.52855,55.39039,-0.1701193,-0.1221708,0.1198526,8.100257E-08,0.0082576,7.983684E-08,0.008297593,3.999335E-05,0.0003590329,11.13919,8.535465,1420.363,-152.342,0.5478769,0,
25,-3.100944,-56.05658,52.95564,-0.1756754,-0.1893844,0.1159164,1.030941E-07,0.008616633,1.072074E-07,0.008656627,3.999519E-05,0.0003590316,11.13974,53.59791,1398.902,-152.2364,0.5019388,0,
26,-3.109723,-56.58475,53.47503,-0.1830618,0.09232637,0.1128319,1.304859E-07,0.008975664,1.217399E-07,0.00901566,3.999566E-05,0.0003590168,11.14033,-11.25737,1826.142,-152.2728,0.6611339,0,
27,-3.1238,-53.72218,50.59838,-0.1690753,0.453508,0.1228995,1.361663E-07,0.009334682,1.336941E-07,0.009374668,3.998661E-05,0.0003590223,11.13764,38.69695,1625.502,-152.2864,0.4768346,0,
28,-3.120695,-57.57309,54.4524,-0.1669388,0.3567159,0.1162496,1.30724E-07,0.009693704,1.314867E-07,0.009733696,3.999311E-05,0.0003590291,11.13924,-76.96475,1661.825,-152.406,0.6220465,0,
