Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-1.624102,-52.94915,51.32504,-0.1875279,-0.1820373,0.1172178,1.013253E-07,0,1.059785E-07,3.999566E-05,3.999566E-05,0.0003590319,11.13986,84.04771,1647.908,-34.93108,0.5229526,0,
2,-1.588689,-54.52389,52.9352,-0.1823788,0.07187703,0.1221651,1.287853E-07,0.0003590319,1.211037E-07,0.0003990277,3.99958E-05,0.0003590306,11.13994,-2.802712,1753.916,-34.9479,0.7550665,0,
3,-1.598623,-54.64939,53.05077,-0.1998167,0.3419039,0.1306847,1.352315E-07,0.0007180625,1.293026E-07,0.0007580536,3.999118E-05,0.0003590086,11.13934,47.4249,1499.085,-34.96187,0.6394843,0,
4,-1.598109,-54.58352,52.9854,-0.1799296,0.3726999,0.1159341,1.306628E-07,0.001077071,1.322077E-07,0.001117064,3.999316E-05,0.0003590292,11.13925,-64.58607,1751.947,-34.86236,0.6221418,0,
5,-1.584787,-54.79227,53.20749,-0.1689317,0.2353507,0.1419774,1.231981E-07,0.0014361,1.179301E-07,0.001476095,3.99947E-05,0.0003590275,11.13973,1.302733,1367.459,-35.08005,0.5483373,0,
6,-1.608975,-56.15891,54.54993,-0.18521,-0.1132637,0.1464501,8.563334E-08,0.001795128,7.872809E-08,0.00183512,3.999251E-05,0.0003590324,11.13897,-40.66294,1719.102,-34.78658,0.6146995,0,
7,-1.587493,-55.70237,54.11488,-0.1876081,-0.1914498,0.1135476,1.030754E-07,0.00215416,1.062574E-07,0.002194155,3.999487E-05,0.0003590317,11.13965,-39.1833,1695.617,-34.99387,0.5709396,0,
8,-1.605577,-54.24194,52.63636,-0.1807711,0.07030162,0.1251988,1.304411E-07,0.002513192,1.197892E-07,0.002553188,3.999574E-05,0.0003590179,11.14032,38.65282,1968.475,-34.91972,0.5987291,0,
9,-1.577451,-53.22112,51.64367,-0.1914341,0.3656036,0.1341547,1.363989E-07,0.00287221,1.333266E-07,0.002912196,3.998577E-05,0.0003590217,11.13743,37.76728,1520.539,-35.03325,0.4738156,0,
10,-1.597995,-52.65008,51.05209,-0.1872854,0.3344138,0.1141407,1.316286E-07,0.003231232,1.322695E-07,0.003271224,3.999271E-05,0.0003590286,11.13914,21.00998,1553.458,-34.7229,0.5457406,0,
