Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.566322,-57.92928,55.36296,-0.1529815,-0.04960688,0.0924156,8.437613E-08,0,7.343139E-08,1.199373E-05,1.199373E-05,0.0001250151,9.593832,-221.8008,9479.912,-94.3996,0.4704451,0,
2,-2.564037,-56.19217,53.62813,-0.1598272,0.3775889,0.09201317,1.356468E-07,0.0001250151,1.287085E-07,0.000137007,1.199191E-05,0.0001249979,9.593691,-297.9043,10485.29,-93.86488,0.5572714,0,
3,-2.548571,-54.42551,51.87694,-0.1150668,0.3438449,0.09604746,1.213911E-07,0.0002500129,1.210667E-07,0.000262008,1.199504E-05,0.0001250193,9.594551,-66.00782,15543.69,-94.36572,0.5150551,0,
4,-2.538685,-52.93647,50.39779,-0.1451886,-0.09862474,0.09302527,9.802196E-08,0.0003750323,1.054086E-07,0.0003870275,1.199524E-05,0.0001250101,9.595411,495.8378,14707.29,-94.23898,0.4567522,0,
5,-2.558636,-55.47235,52.91372,-0.1385827,0.4951695,0.116483,1.348141E-07,0.0005000424,1.341568E-07,0.0005120292,1.19868E-05,0.0001250041,9.589126,615.4323,8233.668,-94.38085,0.5254681,0,
6,-2.55088,-53.38704,50.83615,-0.1263623,0.1767325,0.08465841,1.080272E-07,0.0006250464,8.042333E-08,0.0006370406,1.19942E-05,0.0001250179,9.593988,-79.40015,11203.77,-94.22398,0.3662317,0,
7,-2.567622,-53.5808,51.01317,-0.1622503,0.1744799,0.1094589,1.248665E-07,0.0007500643,1.194034E-07,0.0007620608,1.199652E-05,0.0001250003,9.597191,-121.6704,21056.71,-94.46733,0.6358822,0,
8,-2.552747,-53.91883,51.36609,-0.1436348,0.4774142,0.124568,1.301207E-07,0.0008750646,1.329726E-07,0.0008870574,1.199275E-05,0.0001250152,9.593033,-219.3806,25010.37,-94.48071,0.3545772,0,
9,-2.561672,-55.90813,53.34646,-0.1285362,-0.04753377,0.1056548,8.221679E-08,0.00100008,7.296516E-08,0.001012073,1.199352E-05,0.000125015,9.593669,506.4484,9162.943,-94.3344,0.4415961,0,
10,-2.556209,-56.08952,53.53331,-0.1663408,0.415814,0.09326495,1.353131E-07,0.001125095,1.289991E-07,0.001137087,1.199196E-05,0.0001249975,9.593765,-89.71545,6628.103,-94.40318,0.4313183,0,
