Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.536592,-54.87267,52.33608,-0.1557238,0.4650674,0.1242249,1.297086E-07,0,1.31229E-07,1.199436E-05,1.199436E-05,0.0001250173,9.594162,-125.0338,13044.67,27.9334,0.5141967,0,
2,-2.518497,-53.82399,51.3055,-0.1526718,-0.06704597,0.1109393,7.730797E-08,0.0001250173,7.807662E-08,0.0001370107,1.199346E-05,0.0001250147,9.593637,-220.6107,17099.55,28.34621,0.4719766,0,
3,-2.534062,-54.76533,52.23127,-0.137754,0.4504235,0.09819355,1.349415E-07,0.000250032,1.29466E-07,0.0002620236,1.199159E-05,0.0001249977,9.593453,-196.2018,1828.08,28.45715,0.3127507,0,
4,-2.50076,-54.91905,52.41829,-0.1418183,0.3444052,0.09927706,1.204978E-07,0.0003750296,1.178232E-07,0.0003870255,1.199585E-05,0.0001250204,9.595117,-72.95232,11806.38,27.81313,0.4156938,0,
5,-2.522665,-55.84559,53.32293,-0.1663723,-0.05738731,0.1171256,9.936644E-08,0.00050005,1.065073E-07,0.0005120454,1.199535E-05,0.0001250083,9.595643,-42.11538,4968.12,28.20845,0.403633,0,
6,-2.511274,-55.72421,53.21294,-0.1394272,0.5141348,0.0972181,1.343091E-07,0.0006250584,1.332273E-07,0.0006370459,1.198753E-05,0.0001250057,9.589592,-117.4409,14732.29,28.57714,0.27511,0,
7,-2.514257,-53.09434,50.58008,-0.1440732,0.1486298,0.1276437,1.054727E-07,0.000750064,7.282765E-08,0.0007620579,1.199385E-05,0.0001250176,9.593734,120.364,13767.1,28.40419,0.5314252,0,
8,-2.537173,-52.5004,49.96323,-0.1584201,0.1711962,0.1317922,1.290526E-07,0.0008750816,1.196725E-07,0.0008870782,1.199657E-05,0.0001249991,9.597327,-258.7586,13995.83,28.23573,0.3371964,0,
9,-2.532227,-53.18753,50.6553,-0.1250131,0.4495327,0.1052541,1.300533E-07,0.001000081,1.310801E-07,0.001012074,1.199364E-05,0.0001250168,9.593628,-71.93531,14753.48,28.40832,0.4269578,0,
10,-2.52857,-54.34218,51.81361,-0.1313438,-0.05008072,0.1197523,7.728617E-08,0.001125097,8.199143E-08,0.00113709,1.199303E-05,0.0001250141,9.593341,114.708,13305.64,28.04329,0.4818393,0,
11,-2.531909,-54.98478,52.45287,-0.1389866,0.4078212,0.1019359,1.360855E-07,0.001250111,1.286651E-07,0.001262104,1.199287E-05,0.0001249926,9.594857,-170.0991,11743.29,28.2908,0.4063129,0,
12,-2.510872,-55.81359,53.30272,-0.128859,0.1718581,0.1074648,1.047834E-07,0.001375104,7.346543E-08,0.001387098,1.199366E-05,0.0001250176,9.593576,-98.90867,14694.35,28.12183,0.406729,0,
13,-2.507665,-53.10557,50.59791,-0.1591768,0.1456001,0.1059115,1.293525E-07,0.001500122,1.207719E-07,0.001512117,1.199548E-05,0.0001249988,9.596478,526.4714,4165.832,28.06665,0.2809126,0,
14,-2.506207,-55.20984,52.70364,-0.127624,0.4485013,0.09384055,1.295374E-07,0.001625121,1.317185E-07,0.001637114,1.199371E-05,0.0001250162,9.593723,-142.26,13255.88,28.07472,0.3217437,0,
15,-2.540128,-54.16809,51.62796,-0.1311758,-0.009020765,0.1164286,7.515276E-08,0.001750137,8.013134E-08,0.00176213,1.199353E-05,0.0001250154,9.593642,-625.0719,11932.88,28.49794,0.4910037,0,
16,-2.511306,-57.72544,55.21413,-0.1620462,0.4134072,0.09764283,1.347074E-07,0.001875152,1.288359E-07,0.001887143,1.199078E-05,0.0001249972,9.592838,234.4613,9173.435,28.08657,0.2327596,0,
17,-2.490826,-57.38907,54.89824,-0.1286929,0.3516093,0.1250303,1.205668E-07,0.00200015,1.209018E-07,0.002012145,1.199586E-05,0.0001250203,9.595127,3.154209,11754,27.92968,0.386414,0,
18,-2.531799,-56.40124,53.86944,-0.1692753,-0.07791416,0.09194018,1.013412E-07,0.00212517,1.058104E-07,0.002137166,1.199574E-05,0.0001250091,9.595898,146.3734,5064.983,28.23841,0.3839975,0,
19,-2.497604,-53.95939,51.46178,-0.1523981,0.4593024,0.1018044,1.342807E-07,0.002250179,1.331378E-07,0.002262166,1.198681E-05,0.0001250051,9.589052,-180.6577,20194.9,28.207,0.5039525,0,
20,-2.537684,-59.67754,57.13985,-0.1308908,0.1605145,0.1115469,1.048591E-07,0.002375184,7.304667E-08,0.002387178,1.199381E-05,0.0001250177,9.593691,-26.39271,9835.299,28.11916,0.3687964,0,
21,-2.513696,-54.6297,52.11601,-0.1366353,0.162098,0.1273904,1.294309E-07,0.002500202,1.209942E-07,0.002512198,1.199605E-05,0.0001249988,9.596936,305.2525,12309.66,27.89796,0.4481038,0,
22,-2.514604,-57.23795,54.72334,-0.1385291,0.4445366,0.1307952,1.297037E-07,0.0026252,1.32675E-07,0.002637194,1.199392E-05,0.0001250164,9.593879,-316.1855,13940.41,28.05904,0.5808306,0,
23,-2.521656,-55.18068,52.65903,-0.1544058,-0.05872938,0.1114026,7.534512E-08,0.002750217,7.831211E-08,0.002762211,1.199382E-05,0.0001250015,9.594939,-39.78835,8091.574,27.91759,0.6307298,0,
24,-2.514736,-57.00419,54.48946,-0.1411898,0.5014698,0.1257445,1.342764E-07,0.002875218,1.333233E-07,0.002887206,1.198758E-05,0.0001250055,9.589645,-82.0612,13308.97,27.6386,0.4403042,0,
25,-2.526951,-54.86131,52.33436,-0.1354253,0.1864691,0.09614571,1.047411E-07,0.003000224,7.344084E-08,0.003012218,1.199376E-05,0.0001250175,9.593668,-505.9182,8296.469,28.13923,0.7300048,0,
