Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.914188,-56.23387,53.31968,-0.2848065,0.3049761,0.1146808,1.352611E-07,0,1.334373E-07,3.998807E-05,3.998807E-05,0.0003590233,11.13802,40.26019,1727.446,-160.019,0.5850332,0,
2,-2.260428,-55.84367,53.58324,-0.2247717,0.3323451,0.1190774,1.267063E-07,0.0003590233,1.267747E-07,0.0003990183,3.999507E-05,0.0003590324,11.13968,-13.01466,1849.897,-158.5169,0.4447761,0,
3,-1.852284,-53.5042,51.65192,-0.1867361,0.1680596,0.1416727,1.169654E-07,0.0007180557,1.005854E-07,0.0007580497,3.9994E-05,0.0003590269,11.13956,3.274765,1819.384,-157.8968,0.5958614,0,
4,-1.642827,-55.13173,53.4889,-0.1925519,-0.2425605,0.1380111,7.651806E-08,0.001077083,9.425888E-08,0.001117076,3.999357E-05,0.0003590321,11.13928,26.54974,1695.107,-157.54,0.6177984,0,
5,-1.503124,-53.46432,51.9612,-0.1851578,-0.07009446,0.1201834,1.211628E-07,0.001436115,1.143516E-07,0.001476111,3.999629E-05,0.0003590315,11.14005,14.50007,2111.299,-156.7556,0.5503302,0,
6,-1.441096,-53.30447,51.86338,-0.1835778,0.2242835,0.1253371,1.351144E-07,0.001795146,1.251534E-07,0.00183514,3.999429E-05,0.0003590127,11.14008,10.96272,1804.363,-156.706,0.565762,0,
7,-1.38401,-53.31183,51.92782,-0.1648012,0.42945,0.1223227,1.32988E-07,0.002154159,1.341474E-07,0.002194148,3.998937E-05,0.0003590248,11.13833,-64.18857,1827.33,-156.9089,0.551578,0,
8,-1.368312,-53.35545,51.98714,-0.1683886,0.3278475,0.1232839,1.273405E-07,0.002513184,1.281237E-07,0.002553179,3.999517E-05,0.0003590318,11.13973,-42.08818,1637.301,-156.9109,0.7250488,0,
9,-1.314818,-54.69494,53.38012,-0.1641724,0.1518772,0.1119303,1.167614E-07,0.002872215,9.838815E-08,0.002912209,3.999383E-05,0.0003590271,11.1395,-4.578063,1956.467,-156.8767,0.6250083,0,
10,-1.311292,-56.57185,55.26056,-0.1739292,-0.2292511,0.1528614,7.694162E-08,0.003231243,9.506332E-08,0.003271236,3.999371E-05,0.0003590324,11.1393,-9.236254,2174.063,-156.752,0.6602917,0,
11,-1.288069,-51.61514,50.32707,-0.1735293,-0.1264742,0.1230192,1.19479E-07,0.003590275,1.152913E-07,0.00363027,3.999539E-05,0.0003590201,11.14015,19.3975,2032.012,-156.648,0.5769166,0,
12,-1.312034,-54.39871,53.08668,-0.1642836,0.4244423,0.1269615,1.358597E-07,0.003949295,1.314857E-07,0.003989282,3.998682E-05,0.0003590238,11.13765,10.05398,1680.64,-156.51,0.5224364,0,
