Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.399537,-57.42721,55.02768,-0.1407754,0.4677464,0.1126962,1.297891E-07,0,1.321173E-07,1.199387E-05,1.199387E-05,0.0001250163,9.593844,224.1889,12883.28,88.04485,0.429818,0,
2,-2.375794,-56.40117,54.02538,-0.1381736,-0.0857566,0.08106832,7.856348E-08,0.0001250163,7.858658E-08,0.0001370094,1.199316E-05,0.0001250149,9.593385,-216.225,7018.123,88.48251,0.5078031,0,
3,-2.43657,-53.89534,51.45877,-0.1513004,0.4316977,0.09610368,1.346269E-07,0.0002500312,1.286052E-07,0.000262023,1.199185E-05,0.0001249976,9.593661,-593.8229,6364.446,88.5368,0.4470529,0,
4,-2.388039,-54.807,52.41896,-0.1331198,0.3009403,0.1000031,1.211909E-07,0.0003750288,1.184927E-07,0.0003870245,1.199563E-05,0.0001250203,9.594947,18.69334,10684.37,88.49102,0.5094064,0,
5,-2.396184,-56.433,54.03682,-0.1416404,-0.08844972,0.09195488,9.860846E-08,0.0005000492,1.067683E-07,0.0005120445,1.19953E-05,0.0001250088,9.595569,-61.0629,13609.97,88.65443,0.3812482,0,
6,-2.397193,-54.67437,52.27718,-0.1407676,0.5604011,0.07404109,1.341122E-07,0.000625058,1.326903E-07,0.000637045,1.198696E-05,0.0001250053,9.589163,428.3028,7268.39,88.58606,0.3297117,0,
7,-2.377902,-54.35612,51.97822,-0.1458001,0.1626529,0.09329282,1.067393E-07,0.0007500633,7.316024E-08,0.000762057,1.199374E-05,0.0001250179,9.593618,323.0713,7119.788,88.44196,0.4109451,0,
8,-2.398516,-55.12983,52.73131,-0.1822147,0.1351652,0.1349919,1.26658E-07,0.0008750811,1.204203E-07,0.0008870768,1.199571E-05,0.000124999,9.596641,-278.8239,19198.19,88.72694,0.4569409,0,
9,-2.376239,-58.02237,55.64613,-0.1436241,0.4253524,0.106596,1.304551E-07,0.00100008,1.331418E-07,0.001012073,1.199338E-05,0.0001250163,9.593458,-349.4368,13708.7,88.81244,0.4236583,0,
10,-2.393101,-54.98525,52.59215,-0.151089,-0.03811101,0.1074209,7.948601E-08,0.001125096,7.735793E-08,0.00113709,1.199333E-05,0.0001250147,9.593534,337.5362,11991.25,88.81411,0.4396723,0,
11,-2.390676,-56.03345,53.64278,-0.1491289,0.429321,0.1250217,1.357947E-07,0.001250111,1.290833E-07,0.001262104,1.199259E-05,0.000124998,9.594228,-264.6869,20877.11,88.80112,0.6440573,0,
