Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.262041,-57.98424,55.7222,-0.1632948,0.4093732,0.1388486,1.357149E-07,0,1.332852E-07,3.998752E-05,3.998752E-05,0.0003590226,11.13789,-44.659,1534.781,44.89462,0.507856,0,
2,-2.266265,-56.75019,54.48392,-0.1707728,0.3985404,0.1153498,1.300637E-07,0.0003590226,1.319197E-07,0.0003990161,3.999352E-05,0.0003590294,11.13935,-36.85292,1522.419,44.80659,0.5397758,0,
3,-2.253762,-55.056,52.80224,-0.1545897,0.2659156,0.1258582,1.213582E-07,0.000718052,1.165959E-07,0.0007580473,3.999535E-05,0.0003590273,11.13992,-48.9456,1558.42,44.43122,0.4835009,0,
4,-2.273637,-54.0548,51.78116,-0.1689746,-0.1679187,0.1272747,8.035379E-08,0.001077079,8.103553E-08,0.001117072,3.999307E-05,0.0003590326,11.13912,-44.93286,1936.596,44.77681,0.661174,0,
5,-2.272046,-55.73967,53.46763,-0.185987,-0.1499258,0.1174844,1.024062E-07,0.001436112,1.074325E-07,0.001476107,3.999537E-05,0.0003590321,11.13977,-34.71292,1943.899,44.67149,0.5622299,0,
6,-2.245773,-55.59389,53.34811,-0.1753366,0.05137842,0.1301019,1.304075E-07,0.001795144,1.208107E-07,0.00183514,3.999571E-05,0.0003590169,11.14034,-19.34331,2139.182,44.70238,0.7791787,0,
7,-2.264576,-55.53656,53.27198,-0.1741221,0.4039031,0.1362935,1.358524E-07,0.002154161,1.334067E-07,0.002194147,3.998642E-05,0.0003590217,11.13761,-1.744393,1865.835,44.64758,0.7611885,0,
8,-2.28057,-58.71668,56.43611,-0.1596117,0.414047,0.1136737,1.300612E-07,0.002513183,1.315926E-07,0.002553176,3.999377E-05,0.0003590236,11.1396,-35.91249,1887.866,44.91723,0.6152031,0,
9,-2.28911,-53.11183,50.82272,-0.1758454,0.118426,0.124737,1.063416E-07,0.002872206,7.247304E-08,0.0029122,3.999344E-05,0.0003590331,11.13921,7.702033,1652.693,44.89201,0.481513,0,
10,-2.266319,-56.0655,53.79918,-0.1808872,-0.1260681,0.1310378,8.142511E-08,0.003231239,8.043875E-08,0.003271232,3.999272E-05,0.0003590329,11.13901,-28.31091,2009.941,44.73433,0.6911894,0,
11,-2.252257,-53.11829,50.86603,-0.176455,-0.1792891,0.12835,1.030522E-07,0.003590272,1.066967E-07,0.003630267,3.999522E-05,0.0003590223,11.14004,-45.00833,1957.646,44.63362,0.7155488,0,
12,-2.255854,-55.51306,53.2572,-0.1766448,0.3401706,0.1243834,1.358089E-07,0.003949294,1.295496E-07,0.003989285,3.999094E-05,0.0003590263,11.13872,19.12628,1584.374,44.77057,0.4620976,0,
13,-2.257974,-54.65039,52.39242,-0.1771107,0.4361439,0.1320539,1.355721E-07,0.004308321,1.337666E-07,0.004348307,3.998656E-05,0.0003590219,11.13764,-89.83571,1604.872,44.80585,0.3709369,0,
14,-2.23195,-55.68034,53.44839,-0.179379,0.3457048,0.1258557,1.306642E-07,0.004667343,1.327292E-07,0.004707336,3.99933E-05,0.0003590237,11.13946,-122.4421,1478.912,44.6475,0.4613136,0,
15,-2.266043,-57.19576,54.92971,-0.159657,0.08305695,0.1263631,1.070659E-07,0.005026367,7.339825E-08,0.005066359,3.999302E-05,0.0003590328,11.1391,-58.6319,1618.513,44.72043,0.4322247,0,
16,-2.25844,-52.60765,50.34921,-0.1770411,-0.1802522,0.1243159,8.116618E-08,0.005385399,8.206705E-08,0.005425392,3.999278E-05,0.0003590327,11.13904,-23.98985,1715.733,44.62284,0.4650236,0,
17,-2.26931,-56.81188,54.54257,-0.1737967,-0.1696649,0.1211633,1.037891E-07,0.005744432,1.066355E-07,0.005784427,3.999543E-05,0.000359022,11.1401,-29.70871,1667.341,44.56568,0.5371855,0,
18,-2.257849,-54.0783,51.82045,-0.1765265,0.3252935,0.1202922,1.351841E-07,0.006103454,1.295073E-07,0.006143445,3.999066E-05,0.0003590272,11.13861,7.366253,1533.845,44.49276,0.4951905,0,
19,-2.222272,-54.93473,52.71246,-0.1777852,0.4131733,0.1115893,1.364818E-07,0.006462481,1.33369E-07,0.006502467,3.998607E-05,0.000359011,11.13784,-46.57618,1950.284,44.64794,0.5480269,0,
20,-2.240549,-58.29705,56.0565,-0.1650865,0.2467943,0.1079279,1.223918E-07,0.006821492,1.185539E-07,0.006861487,3.999509E-05,0.0003590345,11.13962,81.43607,1769.79,44.70576,0.5533656,0,
21,-2.254714,-55.24767,52.99295,-0.1707933,0.05230168,0.1353447,1.089043E-07,0.007180527,7.348773E-08,0.00722052,3.999302E-05,0.0003590327,11.1391,-43.31775,1861.761,44.8814,0.6655222,0,
22,-2.256692,-55.04847,52.79178,-0.1749475,-0.1702108,0.131519,7.930198E-08,0.00753956,8.031299E-08,0.007579552,3.999285E-05,0.0003590246,11.13931,-10.60977,1782.67,44.76406,0.5549024,0,
23,-2.278214,-53.28673,51.00851,-0.1820998,0.1089492,0.112064,1.305081E-07,0.007898584,1.205128E-07,0.00793858,3.99952E-05,0.0003590299,11.1398,-40.77053,1856.886,44.89055,0.696081,0,
24,-2.258706,-55.63215,53.37344,-0.1746662,0.2900656,0.1100783,1.364105E-07,0.008257614,1.300063E-07,0.008297604,3.999011E-05,0.0003590274,11.13846,11.56682,2090.209,44.85034,0.6073985,0,
25,-2.247799,-56.03301,53.78521,-0.1655266,0.404,0.1129464,1.357884E-07,0.008616641,1.33852E-07,0.008656627,3.99858E-05,0.0003590105,11.13778,65.34317,1414.529,44.58914,0.4402715,0,
26,-2.268188,-54.50221,52.23402,-0.1577108,0.2768467,0.1145668,1.217571E-07,0.008975652,1.175528E-07,0.009015648,3.99955E-05,0.0003590348,11.13973,-0.9379156,1893.725,44.66633,0.5778508,0,
27,-2.230382,-55.14219,52.91181,-0.1764064,0.04510341,0.1209851,1.094521E-07,0.009334686,7.348309E-08,0.009374679,3.99929E-05,0.0003590326,11.13907,-18.3115,1362.171,44.60649,0.4278274,0,
28,-2.263809,-57.00412,54.74031,-0.1569562,-0.1265031,0.1269273,8.05105E-08,0.009693719,8.1657E-08,0.009733712,3.999319E-05,0.0003590249,11.13939,19.7506,1795.609,44.74149,0.7397525,0,
29,-2.253273,-54.92384,52.67057,-0.1789782,0.07558748,0.1243476,1.294885E-07,0.01005274,1.214099E-07,0.01009274,3.999495E-05,0.00035903,11.13972,27.23443,1674.834,44.62159,0.6516345,0,
30,-2.270749,-53.66138,51.39064,-0.1679196,0.3308262,0.1350431,1.361915E-07,0.01041177,1.291125E-07,0.01045176,3.999066E-05,0.0003590089,11.13918,-13.55167,2346.167,44.86148,0.6891684,0,
31,-2.258305,-54.25381,51.9955,-0.1641643,0.3662717,0.1292848,1.308083E-07,0.01077078,1.315653E-07,0.01081078,3.999303E-05,0.0003590295,11.1392,-32.10009,1836.647,44.65815,0.5356377,0,
32,-2.243952,-57.73988,55.49593,-0.1810632,0.1853573,0.1152787,1.23626E-07,0.01112981,1.168203E-07,0.01116981,3.999471E-05,0.0003590341,11.13953,-52.19454,1626.96,44.57634,0.5640249,0,
33,-2.255783,-56.2561,54.00032,-0.165035,0.04161796,0.1139213,1.082515E-07,0.01148885,7.40215E-08,0.01152884,3.999353E-05,0.0003590253,11.13947,-9.170082,1763.799,44.77093,0.4910928,0,
34,-2.2583,-55.85933,53.60102,-0.1850615,-0.1565035,0.1166448,1.047723E-07,0.01184787,1.073794E-07,0.01188787,3.999562E-05,0.000359032,11.13985,-28.8372,1726.57,44.60286,0.4939809,0,
35,-2.251812,-54.14925,51.89744,-0.1682787,0.08781743,0.1309655,1.292018E-07,0.0122069,1.211772E-07,0.0122469,3.999522E-05,0.0003590299,11.1398,-80.82305,1923.097,44.56334,0.6433058,0,
36,-2.261308,-53.72461,51.4633,-0.1747468,0.276288,0.1336065,1.370292E-07,0.01256593,1.292682E-07,0.01260593,3.999124E-05,0.0003590092,11.13934,-99.84766,1751.407,44.69042,0.4191527,0,
37,-2.27901,-54.18165,51.90264,-0.1793401,0.4038794,0.1215756,1.29963E-07,0.01292494,1.320318E-07,0.01296494,3.999339E-05,0.0003590289,11.13932,43.97974,1664.923,44.58286,0.5851544,0,
38,-2.263581,-56.07174,53.80816,-0.1623979,0.2617612,0.1134624,1.211888E-07,0.01328397,1.177156E-07,0.01332397,3.999553E-05,0.0003590342,11.13976,33.0992,1426.919,44.68553,0.3988163,0,
39,-2.274441,-55.00214,52.7277,-0.1556814,0.07145806,0.1362599,1.072788E-07,0.01364301,7.318957E-08,0.013683,3.999369E-05,0.0003590262,11.13949,-19.76342,1541.648,44.81264,0.4986612,0,
40,-2.256891,-53.04008,50.78319,-0.1778924,-0.1680385,0.1004661,1.005979E-07,0.01400203,1.07374E-07,0.01404203,3.999534E-05,0.0003590315,11.13978,-83.60275,1320.215,44.60281,0.3975925,0,
41,-2.281074,-53.2613,50.98022,-0.1786528,0.1439901,0.1278222,1.297813E-07,0.01436106,1.206805E-07,0.01440106,3.999578E-05,0.0003590175,11.14034,-44.69027,1801.772,44.75069,0.7260041,0,
42,-2.24228,-56.27312,54.03085,-0.1654341,0.3985553,0.1240261,1.354434E-07,0.01472008,1.348128E-07,0.01476007,3.998612E-05,0.0003590216,11.13753,-23.88013,1532.485,44.64631,0.4589223,0,
43,-2.236733,-54.21789,51.98116,-0.1712978,0.3412927,0.1137105,1.308145E-07,0.0150791,1.311722E-07,0.0151191,3.99932E-05,0.0003590291,11.13926,-0.9688672,1698.998,44.53313,0.670058,0,
44,-2.228604,-55.89983,53.67123,-0.1618688,0.2081844,0.1396949,1.222829E-07,0.01543813,1.182302E-07,0.01547813,3.999531E-05,0.0003590274,11.13991,-17.51264,1548.63,44.58868,0.4300374,0,
