Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-1.440598,-53.12456,51.68396,-0.1585559,0.4663108,0.1121503,1.305936E-07,0,1.321775E-07,1.199212E-05,1.199212E-05,0.0001250151,9.592543,-80.84877,8697.287,-48.27319,0.3517411,0,
2,-1.421709,-58.37436,56.95265,-0.1449882,-0.02939661,0.1141296,8.116626E-08,0.0001250151,7.758682E-08,0.0001370084,1.199336E-05,0.0001250157,9.593487,33.97459,13639.62,-48.29967,0.4805575,0,
3,-1.414111,-54.15368,52.73957,-0.1918788,0.3974851,0.1062459,1.344315E-07,0.0002500307,1.284356E-07,0.0002620219,1.19912E-05,0.000124997,9.593184,240.2896,12571.49,-48.63905,0.4594229,0,
4,-1.420359,-53.86629,52.44593,-0.1283326,0.2833464,0.1207434,1.229506E-07,0.0003750278,1.204747E-07,0.0003870237,1.199591E-05,0.0001250199,9.595199,216.2632,19836.03,-48.75112,0.4273512,0,
5,-1.459111,-53.74663,52.28752,-0.1646115,-0.08656707,0.1086031,9.813397E-08,0.0005000477,1.028499E-07,0.0005120437,1.199599E-05,0.0001250097,9.596046,469.8923,3587.621,-48.74364,0.7491748,0,
6,-1.441739,-54.21511,52.77338,-0.1544963,0.5205287,0.1079451,1.35186E-07,0.0006250574,1.328878E-07,0.0006370443,1.198696E-05,0.0001250045,9.589221,-498.5839,19689.99,-48.86313,0.4241299,0,
7,-1.422012,-52.44679,51.02478,-0.1496426,0.1725027,0.09868904,1.078769E-07,0.0007500619,7.283954E-08,0.0007620558,1.199389E-05,0.0001250181,9.593725,332.8399,9966.432,-48.93121,0.5396569,0,
8,-1.435635,-52.80692,51.37128,-0.1847906,0.1254842,0.08788684,1.264429E-07,0.00087508,1.200679E-07,0.0008870756,1.199556E-05,0.0001249999,9.596457,-383.2135,12678.25,-48.8782,0.2952063,0,
9,-1.422862,-53.94954,52.52668,-0.1407248,0.439134,0.142755,1.301764E-07,0.00100008,1.328323E-07,0.001012073,1.19929E-05,0.0001250154,9.593142,154.4424,13141.13,-48.77695,0.2541819,0,
10,-1.458209,-54.84525,53.38704,-0.1385518,-0.02489186,0.1269117,8.239623E-08,0.001125095,7.413426E-08,0.001137089,1.199343E-05,0.0001250031,9.594508,-373.4166,16188.81,-48.68001,0.514896,0,
11,-1.408759,-53.22343,51.81467,-0.1494536,0.5016145,0.1263661,1.351365E-07,0.001250098,1.338114E-07,0.001262084,1.198602E-05,0.0001250035,9.588551,57.8521,15960.15,-48.91297,0.3711937,0,
12,-1.436363,-56.03398,54.59762,-0.1491605,0.1951267,0.09665915,1.074402E-07,0.001375102,7.477149E-08,0.001387096,1.199412E-05,0.0001250182,9.593899,243.9679,8765.333,-48.89008,0.2830946,0,
13,-1.438666,-53.58104,52.14238,-0.1644675,0.1176047,0.1083375,1.276371E-07,0.00150012,1.189713E-07,0.001512116,1.199641E-05,0.0001250001,9.597122,443.6699,14321.3,-48.90993,0.4610332,0,
14,-1.421532,-56.3559,54.93437,-0.1498232,0.4715514,0.1003143,1.309684E-07,0.00162512,1.344927E-07,0.001637113,1.199254E-05,0.0001250154,9.592853,474.8189,17056.75,-48.9161,0.3120187,0,
15,-1.434601,-53.55187,52.11727,-0.1530939,-0.002603483,0.110102,8.114596E-08,0.001750135,7.364948E-08,0.001762129,1.199328E-05,0.0001250147,9.593493,46.58682,7690.674,-48.79966,0.5422984,0,
16,-1.41956,-53.0565,51.63694,-0.1826348,0.3408855,0.1240996,1.351471E-07,0.00187515,1.288364E-07,0.001887143,1.199243E-05,0.0001249981,9.59409,-566.47,16348.21,-48.65439,0.3502914,0,
17,-1.418503,-50.5726,49.1541,-0.1379595,0.3251379,0.09862274,1.221789E-07,0.002000148,1.196079E-07,0.002012144,1.199523E-05,0.0001250197,9.594668,-209.9116,12966.12,-48.78322,0.3761883,0,
18,-1.425234,-57.46292,56.03769,-0.1738266,-0.0933408,0.09190217,9.582278E-08,0.002125168,1.04648E-07,0.002137163,1.199519E-05,0.0001250098,9.5954,175.0436,19683.71,-48.53891,0.3825244,0,
19,-1.443621,-53.16825,51.72463,-0.1619179,0.5362018,0.09335566,1.343208E-07,0.002250178,1.326122E-07,0.002262164,1.198654E-05,0.0001250038,9.58894,-724.04,14290.15,-49.1044,0.4884188,0,
20,-1.421122,-56.43872,55.0176,-0.1312616,0.1594319,0.1176436,1.085953E-07,0.002375182,7.700856E-08,0.002387176,1.199417E-05,0.0001250182,9.593937,57.97132,9229.539,-48.90012,0.5815154,0,
21,-1.448844,-54.21956,52.77072,-0.1771872,0.1189336,0.1097401,1.275042E-07,0.0025002,1.197145E-07,0.002512197,1.199659E-05,0.000125,9.597276,381.1222,17668.26,-48.75576,0.426113,0,
22,-1.410175,-54.41312,53.00294,-0.1394259,0.4442818,0.106202,1.313214E-07,0.0026252,1.322103E-07,0.002637192,1.199256E-05,0.0001250078,9.593451,-195.6935,9424.309,-48.70536,0.4510751,0,
23,-1.44105,-53.49628,52.05523,-0.1582013,-0.09403056,0.09168826,9.872669E-08,0.002750208,1.044173E-07,0.002762203,1.19957E-05,0.0001250098,9.595808,-348.915,15293.17,-48.68101,0.3523471,0,
24,-1.441962,-52.62785,51.18588,-0.1639078,0.5042304,0.102167,1.350524E-07,0.002875217,1.340216E-07,0.002887205,1.198703E-05,0.0001250045,9.589272,-609.6058,7666.709,-49.15858,0.3776958,0,
25,-1.412365,-53.98421,52.57185,-0.1305656,0.172388,0.09268928,1.080403E-07,0.003000222,7.332348E-08,0.003012215,1.199359E-05,0.0001250183,9.593465,239.797,15522.11,-48.22643,0.3793208,0,
