Pulse Number,Top Level (dBm),Base Level (dBm),Top/Base (dB),Droop (dB),Overshoot (dB),Ripple (dB),Rise Time (sec),Rise Edge (sec),Fall Time (sec),Fall Edge (sec),Width (sec),PRI (sec),Duty Cycle (%),Freq Mean (Hz),Freq Error RMS (Hz),Phase Mean (deg),Phase Error RMS (deg),Modulation,
1,-2.875692,-53.99251,51.11682,-0.1809342,0.2097593,0.1287933,1.254608E-07,0,1.194616E-07,1.1997E-05,1.1997E-05,0.0001249994,9.597651,-98.3345,14656.67,-124.7218,0.3815261,0,
2,-2.879517,-54.74472,51.86521,-0.1347373,0.4627882,0.1293738,1.295625E-07,0.0001249994,1.327174E-07,0.0001369927,1.199341E-05,0.000125016,9.593499,-252.273,18688.44,-124.8015,0.7064802,0,
3,-2.85222,-57.13984,54.28762,-0.14853,-0.09266366,0.1007959,7.686641E-08,0.0002500153,7.826858E-08,0.0002620089,1.199355E-05,0.0001250149,9.593695,-57.89585,14990.88,-124.9439,0.6272941,0,
4,-2.865811,-59.89351,57.0277,-0.1790633,0.3935248,0.1512613,1.351903E-07,0.0003750302,1.290205E-07,0.0003870229,1.199266E-05,0.0001249979,9.594293,253.8924,13044.05,-124.2266,0.33789,0,
5,-2.839443,-54.70912,51.86968,-0.1288121,0.2845189,0.07778904,1.222082E-07,0.0005000281,1.195708E-07,0.0005120239,1.199574E-05,0.0001250198,9.595072,135.8569,12077.26,-124.6895,0.4684415,0,
6,-2.898317,-55.78013,52.88181,-0.148777,-0.04128461,0.1145961,9.843289E-08,0.0006250479,1.046841E-07,0.0006370437,1.199579E-05,0.0001250098,9.59588,-302.3322,17448.39,-124.5132,0.3167921,0,
7,-2.85853,-57.82751,54.96899,-0.1548519,0.5216258,0.1111502,1.343367E-07,0.0007500577,1.333367E-07,0.0007620446,1.198689E-05,0.0001249977,9.589688,-477.2115,7229.016,-124.7233,0.3856917,0,
8,-2.854533,-55.36594,52.5114,-0.1394036,-0.07364106,0.09661815,7.980036E-08,0.0008750555,7.850515E-08,0.0008870489,1.19934E-05,0.000125015,9.593567,621.8798,13524.71,-124.6938,0.4902574,0,
9,-2.85954,-55.97052,53.11098,-0.1801333,0.3871555,0.09726822,1.347958E-07,0.00100007,1.284502E-07,0.001012063,1.199212E-05,0.0001249975,9.59389,95.05437,9474.647,-124.3952,0.5371992,0,
10,-2.858011,-52.9121,50.05409,-0.1177435,0.3615274,0.08598031,1.207142E-07,0.001125068,1.183436E-07,0.001137064,1.199573E-05,0.00012502,9.595051,-567.1079,9945.952,-124.5578,0.432348,0,
11,-2.856364,-55.28016,52.42379,-0.1538503,-0.1149076,0.1055361,9.969421E-08,0.001250088,1.049683E-07,0.001262084,1.199586E-05,0.0001250091,9.595989,27.16656,23942.33,-124.5004,0.4427034,0,
12,-2.863636,-53.6446,50.78096,-0.1461236,0.5275679,0.1098536,1.345717E-07,0.001375097,1.339423E-07,0.001387084,1.198711E-05,0.0001250052,9.589295,-280.7982,8349.607,-124.6962,0.3366311,0,
13,-2.864147,-53.6832,50.81905,-0.1334059,0.1691604,0.09649054,1.063469E-07,0.001500102,7.339676E-08,0.001512096,1.199365E-05,0.0001250179,9.59355,-474.7308,6942.869,-124.2078,0.5761185,0,
14,-2.840658,-54.82225,51.98159,-0.1519465,0.1165535,0.09948149,1.288932E-07,0.00162512,1.209073E-07,0.001637116,1.199616E-05,0.0001249995,9.596968,248.8175,5899.831,-124.1915,0.689322,0,
15,-2.855,-54.89465,52.03965,-0.1585176,0.416571,0.09095319,1.30949E-07,0.00175012,1.318942E-07,0.001762113,1.199318E-05,0.0001250163,9.593298,303.9376,12572.95,-124.8156,0.3175693,0,
16,-2.858186,-55.06611,52.20792,-0.1485004,-0.07861,0.1080047,8.253178E-08,0.001875136,7.807483E-08,0.001887129,1.199293E-05,0.0001250148,9.593205,417.3347,13309.77,-124.3914,0.3554696,0,
17,-2.845215,-54.49981,51.6546,-0.1629441,0.3248517,0.07440651,1.369958E-07,0.002000151,1.285895E-07,0.002012143,1.199208E-05,0.0001249972,9.59388,330.8191,13126.6,-124.4592,0.3950711,0,
18,-2.877844,-54.70196,51.82411,-0.1309249,0.3637629,0.1089222,1.204356E-07,0.002125148,1.195359E-07,0.002137144,1.199621E-05,0.0001250202,9.595413,-101.0814,15363.6,-124.742,0.4637141,0,
19,-2.840826,-52.74857,49.90774,-0.151612,-0.09756967,0.1037839,9.828637E-08,0.002250168,1.059066E-07,0.002262164,1.199547E-05,0.0001249908,9.597081,-241.5303,13925.76,-124.7922,0.3665414,0,
20,-2.863,-56.75627,53.89327,-0.1233585,0.4629953,0.1217564,1.293854E-07,0.002375159,1.308855E-07,0.002387153,1.199411E-05,0.0001250166,9.594018,-279.5951,8695.191,-124.772,0.3021616,0,
21,-2.847481,-57.01655,54.16907,-0.1319203,-0.02589242,0.1098077,7.917213E-08,0.002500175,7.655383E-08,0.002512169,1.199352E-05,0.0001250152,9.593646,535.0162,6731.607,-124.4384,0.3764357,0,
22,-2.866859,-54.70734,51.84048,-0.1717727,0.3922719,0.1182966,1.359703E-07,0.002625191,1.291838E-07,0.002637183,1.199184E-05,0.0001249972,9.593685,172.6158,10588.82,-124.3835,0.4821676,0,
23,-2.869698,-55.85819,52.98849,-0.1177359,0.3914276,0.08797664,1.197864E-07,0.002750188,1.197196E-07,0.002762184,1.199635E-05,0.00012502,9.595539,-312.6794,9878.788,-124.7245,0.3718943,0,
24,-2.874303,-53.98495,51.11065,-0.1399713,-0.09157114,0.1136808,9.987946E-08,0.002875208,1.040328E-07,0.002887203,1.199542E-05,0.0001250091,9.595641,-359.4991,8062.741,-124.5831,0.3809749,0,
25,-2.875629,-54.02845,51.15282,-0.1526651,0.4934773,0.08525595,1.342308E-07,0.003000217,1.329522E-07,0.003012205,1.198749E-05,0.0001250051,9.589601,222.6377,18991.85,-124.9967,0.3204529,0,
26,-2.861461,-53.9174,51.05593,-0.129801,0.1691523,0.1157007,1.058935E-07,0.003125222,7.285122E-08,0.003137216,1.199405E-05,0.0001250183,9.593835,260.0012,6388.563,-124.4023,0.3332804,0,
27,-2.828988,-54.55478,51.7258,-0.1676154,0.1339356,0.1447559,1.286542E-07,0.00325024,1.199622E-07,0.003262236,1.199572E-05,0.0001249991,9.596645,215.5397,9277.867,-124.8291,0.3449812,0,
